resource,lifecycle_transition,activity,timestamp,case_registration_date,case_id,amount_requested
11179,COMPLETE,O_SENT,2012-01-09 10:48:12.321000+00:00,2012-01-08 21:41:51.655000+00:00,199098,3000
11180,COMPLETE,W_Nabellen offertes,2011-12-19 16:24:12.871000+00:00,2011-12-13 15:05:42.754000+00:00,193255,30000
11201,COMPLETE,W_Completeren aanvraag,2011-10-17 11:06:26.073000+00:00,2011-10-17 10:39:13.744000+00:00,177426,5000
11189,COMPLETE,W_Nabellen offertes,2011-10-27 12:43:06.135000+00:00,2011-10-11 10:23:31.606000+00:00,176146,10000
11203,COMPLETE,W_Nabellen offertes,2011-10-26 18:12:28.384000+00:00,2011-10-15 17:34:25.881000+00:00,177200,5000
112,COMPLETE,A_DECLINED,2011-10-27 22:01:49.288000+00:00,2011-10-27 22:01:05.794000+00:00,180406,5000
10910,COMPLETE,W_Afhandelen leads,2011-12-02 09:32:54.144000+00:00,2011-12-01 21:28:58.400000+00:00,190600,25000
11169,COMPLETE,W_Completeren aanvraag,2012-02-10 11:39:45.487000+00:00,2012-02-10 11:31:51.655000+00:00,208049,8000
11049,COMPLETE,W_Nabellen offertes,2012-01-02 13:50:31.254000+00:00,2011-12-27 12:33:45.780000+00:00,195800,7500
10932,COMPLETE,A_ACCEPTED,2011-12-19 09:43:47.990000+00:00,2011-12-18 13:30:11.800000+00:00,194311,7000
10913,COMPLETE,O_CREATED,2012-01-16 15:35:12.379000+00:00,2012-01-15 18:06:53.875000+00:00,201099,25000
10809,COMPLETE,W_Valideren aanvraag,2012-01-16 11:05:46.905000+00:00,2012-01-04 13:03:07.742000+00:00,197900,30000
10910,COMPLETE,O_CREATED,2011-12-19 11:20:51.719000+00:00,2011-12-19 10:53:03.109000+00:00,194412,30000
11179,SCHEDULE,W_Nabellen offertes,2012-01-02 15:03:44.790000+00:00,2012-01-02 12:15:20.589000+00:00,197093,50000
112,SCHEDULE,W_Afhandelen leads,2012-01-20 18:16:48.346000+00:00,2012-01-20 18:16:08.524000+00:00,202668,5000
112,SCHEDULE,W_Completeren aanvraag,2011-11-20 12:12:21.933000+00:00,2011-11-20 12:11:36.347000+00:00,187481,15000
11181,COMPLETE,W_Completeren aanvraag,2011-11-02 20:20:48.124000+00:00,2011-10-27 22:25:52.330000+00:00,180409,9000
10939,COMPLETE,A_DECLINED,2012-01-03 14:55:28.303000+00:00,2012-01-03 13:22:39.735000+00:00,197524,2500
11049,START,W_Nabellen incomplete dossiers,2012-01-16 09:28:17.801000+00:00,2012-01-03 20:56:06.771000+00:00,197707,25000
10933,COMPLETE,W_Completeren aanvraag,2012-02-23 17:27:45.697000+00:00,2012-02-23 13:52:36.490000+00:00,212145,5000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-21 21:30:14.844000+00:00,2012-02-21 21:30:05.299000+00:00,211603,12000
10935,COMPLETE,O_SELECTED,2012-01-20 15:52:43.260000+00:00,2012-01-19 13:00:01.544000+00:00,202271,12500
11049,SCHEDULE,W_Valideren aanvraag,2011-11-22 11:09:11.292000+00:00,2011-11-08 19:10:22.926000+00:00,183223,35000
11180,SCHEDULE,W_Completeren aanvraag,2012-01-18 18:50:34.351000+00:00,2012-01-18 18:12:03.806000+00:00,202080,17000
10899,COMPLETE,W_Nabellen incomplete dossiers,2012-02-02 11:09:03.922000+00:00,2012-01-10 17:53:14.221000+00:00,199654,3000
11189,SCHEDULE,W_Nabellen offertes,2011-10-27 16:23:25.986000+00:00,2011-10-27 15:52:02.030000+00:00,180283,25000
11002,COMPLETE,W_Completeren aanvraag,2012-02-11 16:37:41.289000+00:00,2012-02-10 23:26:36.367000+00:00,208316,1000
112,COMPLETE,A_DECLINED,2012-02-22 12:04:59.984000+00:00,2012-02-22 12:04:19.370000+00:00,211733,5000
11201,START,W_Completeren aanvraag,2011-10-10 17:34:39.588000+00:00,2011-10-10 12:00:06.263000+00:00,175910,10000
10629,COMPLETE,W_Valideren aanvraag,2012-01-20 14:57:25.157000+00:00,2012-01-10 21:32:58.554000+00:00,199735,7500
11201,COMPLETE,W_Completeren aanvraag,2011-10-17 15:13:07.748000+00:00,2011-10-05 15:55:32.150000+00:00,174806,25000
112,COMPLETE,A_SUBMITTED,2011-11-16 15:49:20.725000+00:00,2011-11-16 15:49:20.725000+00:00,185861,15000
10909,COMPLETE,W_Nabellen offertes,2012-02-11 16:20:08.311000+00:00,2012-01-25 01:17:29.748000+00:00,203780,25000
10609,START,W_Valideren aanvraag,2012-01-16 09:20:20.796000+00:00,2011-12-28 12:16:18.263000+00:00,196036,7500
10809,COMPLETE,O_ACCEPTED,2011-12-09 08:57:26.207000+00:00,2011-11-21 22:33:15.688000+00:00,187954,15000
10809,COMPLETE,W_Nabellen incomplete dossiers,2012-03-02 12:15:36.165000+00:00,2012-02-01 11:16:39.563000+00:00,205553,9000
11201,START,W_Completeren aanvraag,2011-11-21 19:07:24.847000+00:00,2011-11-18 22:10:39.718000+00:00,187244,15000
112,COMPLETE,A_SUBMITTED,2012-02-07 18:24:31.024000+00:00,2012-02-07 18:24:31.023000+00:00,207239,50000
10863,START,W_Completeren aanvraag,2012-01-09 20:24:19.160000+00:00,2012-01-02 15:13:55.416000+00:00,197198,16000
11003,COMPLETE,W_Nabellen offertes,2011-12-12 15:17:12.995000+00:00,2011-12-03 08:43:45.112000+00:00,190875,35035
10933,COMPLETE,A_FINALIZED,2011-10-20 17:35:35.877000+00:00,2011-10-19 18:08:29.616000+00:00,178317,5000
10889,COMPLETE,W_Completeren aanvraag,2011-11-11 13:50:24.297000+00:00,2011-11-10 20:46:48.527000+00:00,184297,5500
112,COMPLETE,A_PREACCEPTED,2012-01-27 19:31:23.353000+00:00,2012-01-27 19:30:42.354000+00:00,204511,4000
11181,START,W_Completeren aanvraag,2011-11-03 17:23:43.324000+00:00,2011-11-03 16:49:46.880000+00:00,182017,3000
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-10 19:49:30.337000+00:00,2011-11-10 19:49:30.259000+00:00,184264,50000
11181,START,W_Nabellen incomplete dossiers,2012-02-10 20:43:58.494000+00:00,2012-01-22 22:15:20.112000+00:00,203079,50000
11009,COMPLETE,W_Afhandelen leads,2012-02-14 16:44:01.456000+00:00,2012-02-14 16:07:47.292000+00:00,209365,25000
10931,START,W_Nabellen incomplete dossiers,2011-11-21 09:32:20.520000+00:00,2011-10-19 14:04:33.801000+00:00,178215,8000
11180,COMPLETE,W_Nabellen offertes,2011-12-15 09:15:37.777000+00:00,2011-11-14 12:19:46.257000+00:00,185165,35000
112,COMPLETE,A_PREACCEPTED,2012-02-02 20:20:36.913000+00:00,2012-02-02 20:19:56.647000+00:00,206026,25000
,COMPLETE,W_Nabellen incomplete dossiers,2011-12-13 19:53:41.128000+00:00,2011-11-28 12:12:55.207000+00:00,189496,10000
10138,COMPLETE,W_Nabellen incomplete dossiers,2012-02-09 17:57:33.533000+00:00,2012-01-26 18:56:51.976000+00:00,204293,40000
,START,W_Completeren aanvraag,2011-10-11 12:35:46.668000+00:00,2011-10-09 23:16:09.586000+00:00,175840,7500
112,COMPLETE,A_CANCELLED,2011-12-05 09:15:23.994000+00:00,2011-11-04 17:07:11.080000+00:00,182290,5000
10939,COMPLETE,W_Afhandelen leads,2011-12-27 11:54:16.965000+00:00,2011-12-27 10:30:19.793000+00:00,195761,10000
11201,START,W_Completeren aanvraag,2012-01-17 17:02:35.143000+00:00,2012-01-14 18:19:27.781000+00:00,200937,26500
10889,START,W_Completeren aanvraag,2011-12-26 13:20:31.968000+00:00,2011-12-25 22:14:25.058000+00:00,195566,6500
10138,START,W_Valideren aanvraag,2011-10-21 10:17:46.341000+00:00,2011-10-10 22:11:45.655000+00:00,176087,25000
,COMPLETE,W_Completeren aanvraag,2011-11-28 14:15:50.034000+00:00,2011-11-27 16:17:30.391000+00:00,189358,4000
11180,START,W_Nabellen incomplete dossiers,2012-02-06 20:32:19.705000+00:00,2012-01-20 20:28:26.697000+00:00,202701,15000
112,COMPLETE,A_PREACCEPTED,2012-01-23 13:46:30.193000+00:00,2012-01-23 13:45:46.287000+00:00,203230,50000
112,SCHEDULE,W_Afhandelen leads,2011-11-24 20:16:54.543000+00:00,2011-11-24 20:16:44.792000+00:00,188822,7000
10982,START,W_Nabellen incomplete dossiers,2012-01-02 16:51:21.151000+00:00,2011-12-21 14:09:20.320000+00:00,194934,5000
10933,COMPLETE,W_Nabellen offertes,2012-02-13 18:40:22.099000+00:00,2012-02-12 16:57:50.018000+00:00,208607,30000
10909,START,W_Completeren aanvraag,2012-02-18 10:15:20.596000+00:00,2012-02-17 09:56:00.935000+00:00,210320,50000
10863,START,W_Nabellen incomplete dossiers,2012-02-07 15:59:35.271000+00:00,2012-01-06 14:52:51.806000+00:00,198633,15000
10910,SCHEDULE,W_Nabellen offertes,2011-12-20 16:30:01.675000+00:00,2011-12-20 15:27:00.152000+00:00,194719,35000
11181,COMPLETE,W_Nabellen offertes,2011-11-01 16:23:33.723000+00:00,2011-10-20 22:46:40.787000+00:00,178722,10000
11049,COMPLETE,W_Nabellen incomplete dossiers,2011-11-10 11:20:26.767000+00:00,2011-10-30 18:05:25.815000+00:00,180817,50000
11000,COMPLETE,O_CANCELLED,2012-02-01 14:19:00.866000+00:00,2012-01-24 17:44:36.226000+00:00,203651,6000
11189,START,W_Completeren aanvraag,2011-11-03 09:42:24.983000+00:00,2011-11-02 20:35:34.201000+00:00,181793,3000
112,SCHEDULE,W_Completeren aanvraag,2011-10-18 20:54:02.773000+00:00,2011-10-18 20:53:26.733000+00:00,177983,5000
11019,SCHEDULE,W_Nabellen offertes,2011-10-14 11:30:47.331000+00:00,2011-10-10 22:57:51.275000+00:00,176093,3000
11189,COMPLETE,A_DECLINED,2011-10-19 09:26:39.688000+00:00,2011-10-19 00:05:29.270000+00:00,178028,2100
11121,START,W_Completeren aanvraag,2011-10-19 20:58:12.062000+00:00,2011-10-19 19:50:40.738000+00:00,178365,20000
10972,COMPLETE,W_Valideren aanvraag,2012-01-30 12:27:25.630000+00:00,2012-01-23 10:19:00.965000+00:00,203152,15000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-30 21:21:36.323000+00:00,2012-01-30 21:21:36.174000+00:00,205131,25000
112,COMPLETE,A_CANCELLED,2012-01-29 09:15:39.513000+00:00,2011-12-25 20:35:28.467000+00:00,195560,5000
11259,SCHEDULE,W_Valideren aanvraag,2012-01-18 13:23:39.025000+00:00,2012-01-10 21:13:52.632000+00:00,199726,13000
10912,COMPLETE,A_FINALIZED,2012-01-20 16:55:42.501000+00:00,2012-01-20 16:19:09.754000+00:00,202632,50000
11169,START,W_Completeren aanvraag,2011-11-08 10:23:27.845000+00:00,2011-11-07 21:35:59.877000+00:00,182969,10000
11259,START,W_Nabellen offertes,2012-01-23 11:35:10.364000+00:00,2012-01-10 23:50:51.550000+00:00,199768,38000
10609,COMPLETE,W_Valideren aanvraag,2012-01-30 13:22:13.460000+00:00,2012-01-06 14:52:51.806000+00:00,198633,15000
11003,COMPLETE,O_SELECTED,2011-12-29 17:29:25.297000+00:00,2011-12-28 12:16:18.263000+00:00,196036,7500
10933,START,W_Completeren aanvraag,2011-11-23 17:53:56.083000+00:00,2011-11-23 17:34:46.948000+00:00,188506,17500
112,SCHEDULE,W_Afhandelen leads,2011-12-14 19:58:43.815000+00:00,2011-12-14 19:58:04.876000+00:00,193626,4000
,SCHEDULE,W_Nabellen offertes,2011-10-12 15:34:47.530000+00:00,2011-10-12 03:52:09.595000+00:00,176345,20000
10929,START,W_Nabellen incomplete dossiers,2012-01-17 19:34:10.366000+00:00,2011-12-28 15:20:24.423000+00:00,196099,12500
,COMPLETE,W_Nabellen offertes,2011-10-26 12:45:37.314000+00:00,2011-10-14 14:58:08.055000+00:00,176984,12500
,COMPLETE,W_Afhandelen leads,2011-11-22 11:59:56.403000+00:00,2011-11-22 11:33:41.762000+00:00,188050,5000
10932,COMPLETE,W_Nabellen offertes,2012-03-08 09:15:47.628000+00:00,2012-02-04 18:07:19.655000+00:00,206504,12500
10899,START,W_Nabellen offertes,2012-02-21 10:46:48.264000+00:00,2012-02-14 13:59:09.197000+00:00,209302,30000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-02 08:35:55.870000+00:00,2012-01-02 08:35:54.627000+00:00,197042,2000
10909,START,W_Completeren aanvraag,2011-12-07 11:27:54.152000+00:00,2011-12-06 12:07:23.070000+00:00,191632,7500
10909,COMPLETE,W_Nabellen incomplete dossiers,2011-12-20 11:19:49.454000+00:00,2011-12-01 22:54:28.653000+00:00,190627,50000
,COMPLETE,W_Nabellen offertes,2011-11-11 12:41:48.850000+00:00,2011-11-06 14:58:14.892000+00:00,182596,50000
11189,COMPLETE,W_Completeren aanvraag,2012-01-04 10:09:36.086000+00:00,2012-01-03 15:37:46.266000+00:00,197590,32000
11120,COMPLETE,O_SELECTED,2011-10-14 12:25:39.323000+00:00,2011-10-14 07:56:11.447000+00:00,176879,5000
10861,COMPLETE,W_Nabellen offertes,2011-12-27 19:10:36.251000+00:00,2011-12-19 19:32:47.586000+00:00,194541,5500
112,COMPLETE,A_PREACCEPTED,2012-02-09 09:59:25.932000+00:00,2012-02-09 09:58:47.058000+00:00,207729,20000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-05 17:18:44.615000+00:00,2012-02-05 17:18:44.339000+00:00,206621,6000
11169,SCHEDULE,W_Nabellen offertes,2012-01-06 16:34:19.334000+00:00,2012-01-06 14:36:49.064000+00:00,198627,9500
10789,COMPLETE,O_SENT_BACK,2012-03-02 11:31:14.810000+00:00,2012-02-20 09:37:47.157000+00:00,210969,20000
11189,START,W_Completeren aanvraag,2011-12-13 14:31:55.910000+00:00,2011-12-12 14:54:16.216000+00:00,192963,18000
11121,START,W_Nabellen offertes,2011-11-01 11:27:30.985000+00:00,2011-10-05 10:43:19.578000+00:00,174644,12500
11122,COMPLETE,O_SENT,2011-10-27 19:55:07.294000+00:00,2011-10-26 10:57:43.510000+00:00,179929,40000
,SCHEDULE,W_Completeren aanvraag,2011-10-31 12:06:45.757000+00:00,2011-10-31 11:54:52.278000+00:00,180956,5000
11169,START,W_Completeren aanvraag,2011-11-04 14:32:39.305000+00:00,2011-11-03 22:24:42.280000+00:00,182101,7000
11180,SCHEDULE,W_Nabellen offertes,2011-12-19 14:44:12.321000+00:00,2011-12-16 10:27:58.827000+00:00,193968,17500
112,COMPLETE,A_PREACCEPTED,2012-02-10 16:05:32.900000+00:00,2012-02-10 16:05:00.723000+00:00,208181,10000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-13 13:06:32.056000+00:00,2012-02-13 13:06:31.862000+00:00,208805,7000
11189,COMPLETE,W_Afhandelen leads,2011-10-20 11:18:36.047000+00:00,2011-10-20 11:02:00.125000+00:00,178512,5000
10933,COMPLETE,A_CANCELLED,2012-02-23 18:16:27.177000+00:00,2012-02-22 10:00:21.335000+00:00,211664,30000
10972,START,W_Valideren aanvraag,2012-02-02 10:33:31.368000+00:00,2012-01-22 21:16:57.933000+00:00,203061,15000
,START,W_Completeren aanvraag,2011-10-18 09:17:13.342000+00:00,2011-10-17 21:22:26.723000+00:00,177663,5000
10929,START,W_Completeren aanvraag,2011-12-15 20:51:01.988000+00:00,2011-11-15 13:31:27.611000+00:00,185539,23000
10932,START,W_Completeren aanvraag,2012-02-28 10:26:18.854000+00:00,2012-02-27 11:48:24.070000+00:00,213228,15000
10863,START,W_Nabellen offertes,2012-02-29 16:14:17.421000+00:00,2012-02-27 18:06:47.801000+00:00,213417,15000
11180,START,W_Nabellen offertes,2011-11-24 18:17:28.687000+00:00,2011-10-17 14:41:02.742000+00:00,177516,25000
10932,START,W_Nabellen offertes,2012-02-21 10:44:24.455000+00:00,2012-02-04 18:07:19.655000+00:00,206504,12500
11169,START,W_Nabellen offertes,2011-12-08 15:41:37.555000+00:00,2011-12-08 12:29:01.455000+00:00,192187,12000
10809,START,W_Valideren aanvraag,2012-01-30 11:19:18.254000+00:00,2012-01-17 12:22:12.920000+00:00,201644,17500
10910,START,W_Completeren aanvraag,2012-01-13 15:30:09.266000+00:00,2012-01-12 19:43:07.987000+00:00,200368,7500
10972,START,W_Valideren aanvraag,2012-03-13 11:08:47.934000+00:00,2012-02-21 13:05:04.867000+00:00,211459,30000
10861,COMPLETE,W_Completeren aanvraag,2012-02-08 11:40:22.422000+00:00,2012-02-06 14:52:45.144000+00:00,206811,14000
10913,START,W_Nabellen incomplete dossiers,2011-10-28 20:36:09.743000+00:00,2011-10-19 14:46:42.214000+00:00,178245,10000
10912,COMPLETE,A_DECLINED,2012-01-21 10:17:25.297000+00:00,2012-01-21 01:18:32.580000+00:00,202746,25000
11200,COMPLETE,O_SENT,2011-12-14 18:10:45.080000+00:00,2011-12-13 23:54:26.878000+00:00,193408,23000
11203,COMPLETE,W_Completeren aanvraag,2011-11-07 11:09:21.636000+00:00,2011-11-03 22:22:06.980000+00:00,182098,15000
10899,START,W_Nabellen incomplete dossiers,2012-03-05 14:40:53.632000+00:00,2012-02-15 14:33:41.437000+00:00,209712,25000
10910,SCHEDULE,W_Completeren aanvraag,2012-01-02 16:29:14.727000+00:00,2012-01-02 16:22:49.989000+00:00,197240,27500
11019,COMPLETE,W_Completeren aanvraag,2012-02-10 15:16:32.959000+00:00,2012-02-09 13:00:33.024000+00:00,207804,17000
10138,COMPLETE,W_Valideren aanvraag,2011-12-14 09:45:15.342000+00:00,2011-12-03 22:50:36.973000+00:00,191049,15000
112,COMPLETE,A_SUBMITTED,2011-11-28 11:22:23.376000+00:00,2011-11-28 11:22:23.376000+00:00,189472,11500
11049,COMPLETE,W_Nabellen incomplete dossiers,2011-11-24 11:18:09.608000+00:00,2011-11-09 19:51:02.094000+00:00,183579,10000
10899,START,W_Nabellen offertes,2012-02-27 10:54:53.554000+00:00,2012-02-20 14:13:35.349000+00:00,211110,40000
112,COMPLETE,A_SUBMITTED,2012-01-15 09:13:32.620000+00:00,2012-01-15 09:13:32.620000+00:00,201006,12500
11200,COMPLETE,A_FINALIZED,2011-10-14 18:10:39.649000+00:00,2011-10-14 17:46:14.463000+00:00,177029,16000
11201,START,W_Completeren aanvraag,2012-02-02 09:47:22.152000+00:00,2012-01-24 18:15:41.976000+00:00,203666,5000
11189,START,W_Completeren aanvraag,2011-10-21 10:27:49.952000+00:00,2011-10-20 22:43:50.905000+00:00,178719,5000
11009,START,W_Afhandelen leads,2012-02-27 11:12:19.475000+00:00,2012-02-26 16:52:51.652000+00:00,212986,3500
10913,COMPLETE,A_FINALIZED,2012-01-07 12:46:37.454000+00:00,2012-01-06 13:07:50.797000+00:00,198582,25000
11181,COMPLETE,A_FINALIZED,2011-10-28 18:53:36.610000+00:00,2011-10-27 20:16:13.985000+00:00,180373,31000
10912,START,W_Afhandelen leads,2012-01-20 18:12:32.297000+00:00,2012-01-20 15:26:26.172000+00:00,202617,25000
10138,COMPLETE,A_APPROVED,2012-01-05 15:31:12.504000+00:00,2011-12-22 20:20:23.858000+00:00,195223,5000
10909,COMPLETE,W_Nabellen offertes,2011-11-28 10:27:14.150000+00:00,2011-11-27 02:07:52.401000+00:00,189262,11000
112,COMPLETE,A_SUBMITTED,2011-10-22 11:22:41.464000+00:00,2011-10-22 11:22:41.464000+00:00,179023,29000
11203,COMPLETE,O_SENT,2011-11-18 21:04:38.083000+00:00,2011-11-18 19:41:02.097000+00:00,187178,5000
112,COMPLETE,A_SUBMITTED,2011-11-07 21:34:32.126000+00:00,2011-11-07 21:34:32.126000+00:00,182966,75000
10881,COMPLETE,A_ACCEPTED,2012-01-03 16:51:02.121000+00:00,2011-12-27 10:26:14.417000+00:00,195752,75000
11201,START,W_Nabellen offertes,2012-02-02 12:25:13.828000+00:00,2012-01-23 14:08:05.890000+00:00,203236,34000
10138,START,W_Valideren aanvraag,2011-12-09 08:49:06.347000+00:00,2011-11-28 14:04:12.756000+00:00,189544,10000
11259,SCHEDULE,W_Valideren aanvraag,2012-02-22 11:39:34.358000+00:00,2011-11-29 12:31:07.629000+00:00,189805,25000
11319,START,W_Completeren aanvraag,2012-02-27 17:17:02.547000+00:00,2012-02-24 17:22:55.517000+00:00,212557,5000
112,COMPLETE,A_SUBMITTED,2012-02-20 20:09:41.140000+00:00,2012-02-20 20:09:41.140000+00:00,211281,11500
11049,START,W_Nabellen incomplete dossiers,2012-01-23 09:06:25.678000+00:00,2012-01-10 21:20:18.275000+00:00,199729,5000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-04 20:21:01.828000+00:00,2012-01-04 20:21:01.546000+00:00,198083,10500
10899,COMPLETE,O_SENT_BACK,2011-10-10 12:59:24.052000+00:00,2011-10-04 13:11:45.190000+00:00,174382,5000
10982,SCHEDULE,W_Nabellen offertes,2011-12-12 16:47:11.299000+00:00,2011-12-11 15:16:29.871000+00:00,192740,15000
112,COMPLETE,A_SUBMITTED,2012-01-17 15:10:11.751000+00:00,2012-01-17 15:10:11.751000+00:00,201719,10000
10972,COMPLETE,A_REGISTERED,2011-10-24 14:19:10.368000+00:00,2011-10-07 10:43:07.300000+00:00,175281,15000
,COMPLETE,W_Nabellen offertes,2011-10-27 20:54:25.196000+00:00,2011-10-19 19:14:21.271000+00:00,178356,15000
112,SCHEDULE,W_Completeren aanvraag,2012-01-26 18:00:55.244000+00:00,2012-01-26 18:00:14.839000+00:00,204278,25000
10971,COMPLETE,A_ACCEPTED,2011-12-10 15:37:16.245000+00:00,2011-12-10 13:20:43.192000+00:00,192560,12497
112,COMPLETE,A_SUBMITTED,2011-11-28 01:25:39.885000+00:00,2011-11-28 01:25:39.884000+00:00,189433,11000
10881,START,W_Nabellen offertes,2012-01-30 19:47:25+00:00,2012-01-15 20:47:19.787000+00:00,201144,3250
11119,COMPLETE,W_Afhandelen leads,2012-01-05 20:53:23.136000+00:00,2012-01-05 19:44:40.059000+00:00,198409,5000
11181,START,W_Nabellen offertes,2011-10-29 15:28:06.424000+00:00,2011-10-22 11:50:00.316000+00:00,179032,20000
11201,START,W_Completeren aanvraag,2011-10-31 13:44:08.637000+00:00,2011-10-29 18:41:57.314000+00:00,180703,8000
10809,COMPLETE,W_Valideren aanvraag,2011-12-16 09:19:03.700000+00:00,2011-12-05 11:32:43.220000+00:00,191296,40000
10609,START,W_Valideren aanvraag,2011-12-05 09:30:04.781000+00:00,2011-11-22 16:29:17.163000+00:00,188140,10000
10910,COMPLETE,O_CANCELLED,2011-11-25 16:53:50.778000+00:00,2011-10-24 23:19:38.689000+00:00,179591,20000
10861,START,W_Completeren aanvraag,2011-11-19 10:58:48.108000+00:00,2011-11-10 21:28:49.400000+00:00,184315,5000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-02 21:25:40.647000+00:00,2012-02-02 21:25:40.426000+00:00,206074,49250
11049,COMPLETE,W_Nabellen incomplete dossiers,2011-12-20 09:10:11.462000+00:00,2011-12-09 19:27:17.714000+00:00,192464,5000
11203,COMPLETE,W_Completeren aanvraag,2011-11-05 10:58:24.130000+00:00,2011-10-28 14:31:19.143000+00:00,180526,50000
,COMPLETE,W_Nabellen offertes,2011-12-23 19:40:43.984000+00:00,2011-12-11 14:02:09.423000+00:00,192722,20000
10913,COMPLETE,W_Completeren aanvraag,2011-11-03 13:30:19.951000+00:00,2011-11-01 14:47:41.496000+00:00,181339,9950
10779,COMPLETE,A_CANCELLED,2011-12-12 10:08:30.838000+00:00,2011-12-12 09:48:48.482000+00:00,192849,20000
,START,W_Completeren aanvraag,2011-12-07 19:05:13.912000+00:00,2011-11-27 14:05:11.159000+00:00,189325,5000
11009,SCHEDULE,W_Nabellen offertes,2012-02-27 11:37:35.806000+00:00,2012-02-27 11:25:00.697000+00:00,213198,15000
11200,COMPLETE,A_FINALIZED,2011-11-10 12:05:15.811000+00:00,2011-11-10 09:40:55.647000+00:00,183706,25000
10982,START,W_Nabellen offertes,2011-12-17 12:49:39.161000+00:00,2011-12-10 15:38:48.472000+00:00,192608,20000
112,COMPLETE,A_SUBMITTED,2011-10-09 23:16:09.586000+00:00,2011-10-09 23:16:09.586000+00:00,175840,7500
10809,START,W_Nabellen incomplete dossiers,2011-12-13 14:38:46.191000+00:00,2011-11-29 10:04:19.834000+00:00,189760,13000
11121,COMPLETE,W_Nabellen offertes,2011-12-13 11:31:26.303000+00:00,2011-10-24 22:37:02.515000+00:00,179585,18000
11169,COMPLETE,W_Nabellen incomplete dossiers,2012-02-17 16:28:40.452000+00:00,2012-02-01 12:10:55.813000+00:00,205562,7500
10913,START,W_Nabellen offertes,2012-03-09 20:41:59.556000+00:00,2012-02-18 23:19:12.836000+00:00,210734,30000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-14 21:34:37.421000+00:00,2012-02-14 21:34:37.253000+00:00,209467,30000
10929,COMPLETE,W_Nabellen incomplete dossiers,2011-11-29 16:23:33.196000+00:00,2011-11-09 15:40:30.859000+00:00,183495,15000
10913,START,W_Completeren aanvraag,2012-02-10 20:09:02.684000+00:00,2012-02-10 15:49:53.864000+00:00,208166,7000
11201,COMPLETE,W_Completeren aanvraag,2012-02-09 16:55:54.589000+00:00,2012-02-09 10:21:41.735000+00:00,207744,11000
10861,COMPLETE,A_ACCEPTED,2011-11-21 13:57:14.871000+00:00,2011-11-21 13:09:37.820000+00:00,187747,25000
112,COMPLETE,A_SUBMITTED,2011-11-30 11:42:48.578000+00:00,2011-11-30 11:42:48.578000+00:00,190114,500
10932,COMPLETE,W_Nabellen incomplete dossiers,2012-03-06 11:24:43.919000+00:00,2012-02-17 15:32:46.008000+00:00,210416,20000
112,COMPLETE,A_SUBMITTED,2011-10-16 13:59:27.720000+00:00,2011-10-16 13:59:27.720000+00:00,177287,7680
10932,COMPLETE,O_CREATED,2011-12-19 16:48:59.597000+00:00,2011-12-17 20:47:57.633000+00:00,194278,9000
10881,COMPLETE,A_DECLINED,2012-02-28 09:01:58.412000+00:00,2012-02-28 00:35:29.877000+00:00,213578,1500
10629,SCHEDULE,W_Completeren aanvraag,2011-10-14 19:29:25.087000+00:00,2011-10-14 17:17:31.276000+00:00,177023,9400
11000,START,W_Nabellen incomplete dossiers,2011-12-22 09:50:33.145000+00:00,2011-12-12 18:02:45.825000+00:00,193035,5000
10909,START,W_Completeren aanvraag,2012-02-13 10:37:27.159000+00:00,2012-02-11 13:03:05.941000+00:00,208397,1000
10863,COMPLETE,W_Nabellen offertes,2011-11-28 20:09:34.572000+00:00,2011-11-14 14:15:37.195000+00:00,185213,5000
11169,START,W_Nabellen offertes,2012-01-24 15:28:37.001000+00:00,2012-01-21 14:39:49.856000+00:00,202830,25000
10929,START,W_Completeren aanvraag,2012-01-16 13:59:52.650000+00:00,2012-01-14 17:58:07.410000+00:00,200931,20000
10932,COMPLETE,O_CREATED,2012-01-09 13:47:05.476000+00:00,2012-01-05 23:35:00.818000+00:00,198484,5000
112,COMPLETE,A_SUBMITTED,2012-02-19 09:42:30.384000+00:00,2012-02-19 09:42:30.383000+00:00,210746,28500
,SCHEDULE,W_Valideren aanvraag,2011-11-16 10:12:27.073000+00:00,2011-11-07 14:54:12.431000+00:00,182831,10000
112,SCHEDULE,W_Completeren aanvraag,2012-02-27 09:12:29.372000+00:00,2012-02-27 09:11:52.763000+00:00,213126,30000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-22 16:13:45.397000+00:00,2012-02-22 16:13:45.235000+00:00,211832,5000
10609,START,W_Valideren aanvraag,2012-02-01 09:49:08.515000+00:00,2012-01-23 20:11:30.246000+00:00,203365,8000
10913,COMPLETE,W_Completeren aanvraag,2011-12-28 19:33:01.032000+00:00,2011-12-28 14:19:43.925000+00:00,196072,40000
11259,SCHEDULE,W_Valideren aanvraag,2012-02-28 10:44:19.097000+00:00,2012-02-18 19:51:59.255000+00:00,210683,5000
